Intents,queries,response1,response2
swear,stupid,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
swear,idiot,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
swear,dumb ass,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
swear,asshole,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
swear,fucker,"I'm here to assist you with information or queries about the university. If you have any questions, feel free to ask","Let's keep our conversation friendly and focused on how I can help you. If there's something you'd like to know, I'm here to assist!"
vacation,holidays,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
vacation,when will semester starts,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
vacation,when will semester end,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
vacation,when is the holidays,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
vacation,list of holidays,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
vacation,Holiday in these year,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
vacation,holiday list,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
vacation,about vacations,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
vacation,about holidays,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
vacation,When is vacation,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
vacation,When is holidays,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
vacation,how long will be the vacation,"The list of holidays, semester start and end dates, and vacation details are available in the academic calendar. Please check with the administration or refer to the official website for the updated schedule.","Holidays and vacations are planned according to the academic calendar. For detailed information about holiday dates and semester timelines, kindly contact the academic office or visit the official college portal."
sports,sports and games,"Our college offers excellent sports facilities, including well-maintained grounds for cricket, football, and basketball, as well as indoor games like table tennis and badminton. Regular sports events and competitions are organized to promote fitness and teamwork among students.","We have a variety of sports and games activities to keep students active and engaged. From outdoor games like cricket and football to indoor activities like chess and badminton, there's something for everyone. For more details, contact the sports department or visit the campus."
sports,give sports details,"Our college offers excellent sports facilities, including well-maintained grounds for cricket, football, and basketball, as well as indoor games like table tennis and badminton. Regular sports events and competitions are organized to promote fitness and teamwork among students.","We have a variety of sports and games activities to keep students active and engaged. From outdoor games like cricket and football to indoor activities like chess and badminton, there's something for everyone. For more details, contact the sports department or visit the campus."
sports,sports infrastructure,"Our college offers excellent sports facilities, including well-maintained grounds for cricket, football, and basketball, as well as indoor games like table tennis and badminton. Regular sports events and competitions are organized to promote fitness and teamwork among students.","We have a variety of sports and games activities to keep students active and engaged. From outdoor games like cricket and football to indoor activities like chess and badminton, there's something for everyone. For more details, contact the sports department or visit the campus."
sports,sports facilities,"Our college offers excellent sports facilities, including well-maintained grounds for cricket, football, and basketball, as well as indoor games like table tennis and badminton. Regular sports events and competitions are organized to promote fitness and teamwork among students.","We have a variety of sports and games activities to keep students active and engaged. From outdoor games like cricket and football to indoor activities like chess and badminton, there's something for everyone. For more details, contact the sports department or visit the campus."
sports,information about sports,"Our college offers excellent sports facilities, including well-maintained grounds for cricket, football, and basketball, as well as indoor games like table tennis and badminton. Regular sports events and competitions are organized to promote fitness and teamwork among students.","We have a variety of sports and games activities to keep students active and engaged. From outdoor games like cricket and football to indoor activities like chess and badminton, there's something for everyone. For more details, contact the sports department or visit the campus."
sports,Sports activities,"Our college offers excellent sports facilities, including well-maintained grounds for cricket, football, and basketball, as well as indoor games like table tennis and badminton. Regular sports events and competitions are organized to promote fitness and teamwork among students.","We have a variety of sports and games activities to keep students active and engaged. From outdoor games like cricket and football to indoor activities like chess and badminton, there's something for everyone. For more details, contact the sports department or visit the campus."
sports,please provide sports and games information,"Our college offers excellent sports facilities, including well-maintained grounds for cricket, football, and basketball, as well as indoor games like table tennis and badminton. Regular sports events and competitions are organized to promote fitness and teamwork among students.","We have a variety of sports and games activities to keep students active and engaged. From outdoor games like cricket and football to indoor activities like chess and badminton, there's something for everyone. For more details, contact the sports department or visit the campus."
salutaion,okk,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,okie,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,nice work,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,well done,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,good job,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,thanks for the help,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,Thank You,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,its ok,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,Thanks,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,Good work,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,k,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,ok,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
salutaion,okay,You're welcome! I'm always here to help. Let me know if you have any more questions!,Thank you! I'm glad I could assist you. Feel free to reach out anytime. Have a great day! 
task,what can you do,"I can provide information about the college, including admission requirements, hostel facilities, events, and schedules. I'm designed to make finding answers quick and convenient for you. How can I assist you today?","I am here to assist you with various queries related to the university, including admissions, hostel details, events, timetables, and more. Feel free to ask me anything, and I'll do my best to help!"
task,what are the thing you can do,"I can provide information about the college, including admission requirements, hostel facilities, events, and schedules. I'm designed to make finding answers quick and convenient for you. How can I assist you today?","I am here to assist you with various queries related to the university, including admissions, hostel details, events, timetables, and more. Feel free to ask me anything, and I'll do my best to help!"
task,things you can do,"I can provide information about the college, including admission requirements, hostel facilities, events, and schedules. I'm designed to make finding answers quick and convenient for you. How can I assist you today?","I am here to assist you with various queries related to the university, including admissions, hostel details, events, timetables, and more. Feel free to ask me anything, and I'll do my best to help!"
task,what can u do for me,"I can provide information about the college, including admission requirements, hostel facilities, events, and schedules. I'm designed to make finding answers quick and convenient for you. How can I assist you today?","I am here to assist you with various queries related to the university, including admissions, hostel details, events, timetables, and more. Feel free to ask me anything, and I'll do my best to help!"
task,how u can help me,"I can provide information about the college, including admission requirements, hostel facilities, events, and schedules. I'm designed to make finding answers quick and convenient for you. How can I assist you today?","I am here to assist you with various queries related to the university, including admissions, hostel details, events, timetables, and more. Feel free to ask me anything, and I'll do my best to help!"
task,why i should use you,"I can provide information about the college, including admission requirements, hostel facilities, events, and schedules. I'm designed to make finding answers quick and convenient for you. How can I assist you today?","I am here to assist you with various queries related to the university, including admissions, hostel details, events, timetables, and more. Feel free to ask me anything, and I'll do my best to help!"
ragging,ragging,"Our college strictly prohibits ragging in any form. We maintain a zero-tolerance policy against such practices, ensuring a safe and welcoming environment for all students. If you have concerns or need assistance, feel free to contact the administration.",Ragging is not permitted in our college under any circumstances. We have a dedicated anti-ragging cell and strict measures in place to prevent and address any such incidents. Students are encouraged to report any issues to the administration for immediate action.
ragging,is ragging practice active in college,"Our college strictly prohibits ragging in any form. We maintain a zero-tolerance policy against such practices, ensuring a safe and welcoming environment for all students. If you have concerns or need assistance, feel free to contact the administration.",Ragging is not permitted in our college under any circumstances. We have a dedicated anti-ragging cell and strict measures in place to prevent and address any such incidents. Students are encouraged to report any issues to the administration for immediate action.
ragging,does college have any antiragging facility,"Our college strictly prohibits ragging in any form. We maintain a zero-tolerance policy against such practices, ensuring a safe and welcoming environment for all students. If you have concerns or need assistance, feel free to contact the administration.",Ragging is not permitted in our college under any circumstances. We have a dedicated anti-ragging cell and strict measures in place to prevent and address any such incidents. Students are encouraged to report any issues to the administration for immediate action.
ragging,is there any ragging cases,"Our college strictly prohibits ragging in any form. We maintain a zero-tolerance policy against such practices, ensuring a safe and welcoming environment for all students. If you have concerns or need assistance, feel free to contact the administration.",Ragging is not permitted in our college under any circumstances. We have a dedicated anti-ragging cell and strict measures in place to prevent and address any such incidents. Students are encouraged to report any issues to the administration for immediate action.
ragging,is ragging done here,"Our college strictly prohibits ragging in any form. We maintain a zero-tolerance policy against such practices, ensuring a safe and welcoming environment for all students. If you have concerns or need assistance, feel free to contact the administration.",Ragging is not permitted in our college under any circumstances. We have a dedicated anti-ragging cell and strict measures in place to prevent and address any such incidents. Students are encouraged to report any issues to the administration for immediate action.
ragging,ragging against,"Our college strictly prohibits ragging in any form. We maintain a zero-tolerance policy against such practices, ensuring a safe and welcoming environment for all students. If you have concerns or need assistance, feel free to contact the administration.",Ragging is not permitted in our college under any circumstances. We have a dedicated anti-ragging cell and strict measures in place to prevent and address any such incidents. Students are encouraged to report any issues to the administration for immediate action.
ragging,antiragging facility,"Our college strictly prohibits ragging in any form. We maintain a zero-tolerance policy against such practices, ensuring a safe and welcoming environment for all students. If you have concerns or need assistance, feel free to contact the administration.",Ragging is not permitted in our college under any circumstances. We have a dedicated anti-ragging cell and strict measures in place to prevent and address any such incidents. Students are encouraged to report any issues to the administration for immediate action.
ragging,ragging juniors,"Our college strictly prohibits ragging in any form. We maintain a zero-tolerance policy against such practices, ensuring a safe and welcoming environment for all students. If you have concerns or need assistance, feel free to contact the administration.",Ragging is not permitted in our college under any circumstances. We have a dedicated anti-ragging cell and strict measures in place to prevent and address any such incidents. Students are encouraged to report any issues to the administration for immediate action.
ragging,ragging history,"Our college strictly prohibits ragging in any form. We maintain a zero-tolerance policy against such practices, ensuring a safe and welcoming environment for all students. If you have concerns or need assistance, feel free to contact the administration.",Ragging is not permitted in our college under any circumstances. We have a dedicated anti-ragging cell and strict measures in place to prevent and address any such incidents. Students are encouraged to report any issues to the administration for immediate action.
ragging,ragging incidents,"Our college strictly prohibits ragging in any form. We maintain a zero-tolerance policy against such practices, ensuring a safe and welcoming environment for all students. If you have concerns or need assistance, feel free to contact the administration.",Ragging is not permitted in our college under any circumstances. We have a dedicated anti-ragging cell and strict measures in place to prevent and address any such incidents. Students are encouraged to report any issues to the administration for immediate action.
hod,hod,"The Head of Department (HOD) is Dr. Nauman Mazher. For further details or assistance, feel free to reach out to the department office.","Our HOD is Dr. Nauman Mazher, who leads the department with excellence and dedication. You can contact the HOD's office for any academic-related inquiries."
hod,hod name,"The Head of Department (HOD) is Dr. Nauman Mazher. For further details or assistance, feel free to reach out to the department office.","Our HOD is Dr. Nauman Mazher, who leads the department with excellence and dedication. You can contact the HOD's office for any academic-related inquiries."
hod,who is the hod,"The Head of Department (HOD) is Dr. Nauman Mazher. For further details or assistance, feel free to reach out to the department office.","Our HOD is Dr. Nauman Mazher, who leads the department with excellence and dedication. You can contact the HOD's office for any academic-related inquiries."
Mess Timetable,Mess TimeTable,"For the mess timetable, bus schedule, and academic calendar, please visit the respective sections on our official website. You?l find detailed and up-to-date information there.","The mess timetable, bus schedule, and academic calendar are all available for your convenience. Please check the official college resources or contact the administration for specific details."
Mess Timetable,what is the Mess Table,"For the mess timetable, bus schedule, and academic calendar, please visit the respective sections on our official website. You?l find detailed and up-to-date information there.","The mess timetable, bus schedule, and academic calendar are all available for your convenience. Please check the official college resources or contact the administration for specific details."
Mess Timetable,Bus Timetable,"For the mess timetable, bus schedule, and academic calendar, please visit the respective sections on our official website. You?l find detailed and up-to-date information there.","The mess timetable, bus schedule, and academic calendar are all available for your convenience. Please check the official college resources or contact the administration for specific details."
Mess Timetable,timetable,"For the mess timetable, bus schedule, and academic calendar, please visit the respective sections on our official website. You?l find detailed and up-to-date information there.","The mess timetable, bus schedule, and academic calendar are all available for your convenience. Please check the official college resources or contact the administration for specific details."
Mess Timetable,what is the timetable,"For the mess timetable, bus schedule, and academic calendar, please visit the respective sections on our official website. You?l find detailed and up-to-date information there.","The mess timetable, bus schedule, and academic calendar are all available for your convenience. Please check the official college resources or contact the administration for specific details."
Mess Timetable,what is the bus timetable,"For the mess timetable, bus schedule, and academic calendar, please visit the respective sections on our official website. You?l find detailed and up-to-date information there.","The mess timetable, bus schedule, and academic calendar are all available for your convenience. Please check the official college resources or contact the administration for specific details."
Mess Timetable,Academic Calander,"For the mess timetable, bus schedule, and academic calendar, please visit the respective sections on our official website. You?l find detailed and up-to-date information there.","The mess timetable, bus schedule, and academic calendar are all available for your convenience. Please check the official college resources or contact the administration for specific details."
